,itemList
1,sausage,whole milk,semi-finished bread,yogurt
2,whole milk,pastry,salty snack
166,pork,bottled water
167,curd,soda
168,sweet spreads,butter
169,pip fruit,soda
170,rolls/buns,condensed milk,whole milk,soda
171,rolls/buns,tropical fruit
172,butter,whole milk
173,white bread,candy
174,frankfurter,herbs
175,specialty bar,margarine
176,meat,whole milk
177,house keeping products,yogurt
178,whipped/sour cream,hygiene articles
179,UHT-milk,other vegetables,dishes
180,waffles,beverages
181,pasta,yogurt,cat food
182,fish,tropical fruit,red/blush wine,cream cheese 
183,other vegetables,soda,rolls/buns,dishes
184,tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products
185,hamburger meat,bottled beer
186,pork,coffee,frozen vegetables
187,shopping bags,shopping bags
188,beef,shopping bags
189,soda,hamburger meat
190,butter milk,yogurt,yogurt,margarine
191,soda,whole milk
192,root vegetables,grapes
193,frankfurter,whipped/sour cream
194,bottled water,chewing gum
195,chicken,beverages,coffee
196,pork,other vegetables,yogurt,shopping bags,soft cheese,detergent
197,butter,dog food
198,chicken,frozen vegetables
199,hamburger meat,pastry
200,other vegetables,whole milk
201,waffles,rolls/buns
202,whole milk,sugar
203,soda,soda
204,bottled beer,oil
205,frankfurter,citrus fruit,margarine
206,soda,fruit/vegetable juice
207,photo/film,other vegetables
208,pork,white wine
209,bottled water,yogurt,newspapers,soda
210,whipped/sour cream,meat spreads
211,pip fruit,other vegetables
212,ham,whole milk
213,salty snack,pickled vegetables
214,soda,domestic eggs,sliced cheese,soda
215,tropical fruit,UHT-milk
216,sausage,bottled water
217,yogurt,root vegetables
218,root vegetables,other vegetables
219,chicken,other vegetables
220,dessert,spread cheese
221,sausage,salty snack,cling film/bags
222,whole milk,tropical fruit,root vegetables,Instant food products,margarine
223,soda,fruit/vegetable juice,bottled beer
224,beef,chocolate
225,beverages,dessert
226,whipped/sour cream,hard cheese
227,ham,whipped/sour cream,ketchup
228,white bread,frozen fruits
229,tropical fruit,whole milk,other vegetables,long life bakery product
230,other vegetables,yogurt,whole milk,butter,shopping bags
231,whole milk,sauces
232,whole milk,citrus fruit
233,rolls/buns,candy
234,root vegetables,whole milk
235,cream cheese ,rolls/buns
236,long life bakery product,root vegetables,other vegetables
237,tropical fruit,rolls/buns
238,frankfurter,tropical fruit
239,tropical fruit,whole milk,long life bakery product,rum
240,hamburger meat,soda
241,red/blush wine,frozen fish
242,beef,dessert
243,root vegetables,bottled beer
244,oil,shopping bags
245,whole milk,other vegetables
246,whole milk,tropical fruit
247,hamburger meat,pork
248,rolls/buns,tropical fruit,coffee,chocolate
249,pork,spread cheese
250,soda,yogurt
251,salt,domestic eggs
252,pork,rolls/buns
253,brown bread,fruit/vegetable juice
254,bottled beer,tropical fruit,sliced cheese,dishes
255,cream cheese ,newspapers
256,citrus fruit,red/blush wine
257,yogurt,roll products ,fruit/vegetable juice
258,ham,other vegetables
259,frankfurter,canned beer
260,finished products,brown bread,dishes
261,yogurt,bottled water,domestic eggs
262,pip fruit,curd,pip fruit,prosecco
263,brown bread,salt
264,semi-finished bread,ketchup
265,oil,shopping bags
266,fruit/vegetable juice,flower (seeds)
267,misc. beverages,instant coffee
268,detergent,candy
269,UHT-milk,canned fish
270,frankfurter,citrus fruit,bottled water,fruit/vegetable juice
271,frankfurter,frozen meals,dishes
272,pip fruit,rolls/buns
273,sausage,butter,bottled water
274,frankfurter,chicken,butter,bottled water
275,ham,whole milk,whole milk,coffee
276,sausage,brown bread
277,other vegetables,butter
278,tropical fruit,soda
279,pastry,pasta
280,white bread,brown bread
281,canned beer,rolls/buns,artif. sweetener,soda
282,rolls/buns,root vegetables
283,chicken,soda
284,frankfurter,curd,white bread,rolls/buns,coffee
285,red/blush wine,bottled water,sweet spreads
286,rolls/buns,onions,napkins
287,canned beer,soda
288,root vegetables,frozen vegetables,pet care
289,specialty bar,tropical fruit,yogurt,bottled beer,baking powder
290,other vegetables,frankfurter,newspapers,whole milk,pastry
291,beverages,yogurt
292,tropical fruit,whole milk
293,coffee,butter milk
294,beef,margarine,other vegetables
295,bottled water,hygiene articles
296,pork,sliced cheese
297,specialty chocolate,soda,bathroom cleaner
298,hamburger meat,whole milk
299,pip fruit,other vegetables
300,root vegetables,citrus fruit
301,other vegetables,shopping bags,soda
302,yogurt,newspapers
303,ice cream,whipped/sour cream
304,other vegetables,beef,soda,curd,butter
305,canned beer,herbs,margarine
306,rolls/buns,soda
307,rolls/buns,citrus fruit
308,coffee,berries
309,ham,white bread
310,herbs,pot plants,cake bar
311,soda,flower (seeds),jam
312,sausage,pip fruit,chocolate
313,specialty chocolate,white bread
314,whole milk,whole milk
315,other vegetables,whole milk
316,sausage,beverages
317,whole milk,hard cheese
318,yogurt,berries
319,tropical fruit,meat,other vegetables,domestic eggs,baking powder
320,yogurt,sauces
321,beef,yogurt
322,ice cream,whole milk
323,sausage,whisky,specialty chocolate,dishes,yogurt,napkins,detergent,pastry
324,photo/film,shopping bags
325,frankfurter,other vegetables,bottled beer
326,yogurt,newspapers
327,root vegetables,soda,specialty bar,other vegetables,frozen vegetables
328,rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water
329,dessert,domestic eggs
330,sausage,tropical fruit,misc. beverages,root vegetables
331,sausage,whole milk
332,whole milk,brown bread
333,hamburger meat,detergent,flour
334,tropical fruit,soda
335,newspapers,salty snack
336,pasta,whole milk,waffles
337,chocolate marshmallow,other vegetables
338,pickled vegetables,flour
339,yogurt,shopping bags
340,packaged fruit/vegetables,bottled water,pork,domestic eggs
341,pip fruit,fruit/vegetable juice
342,tropical fruit,whole milk,soda,curd
343,shopping bags,root vegetables
344,whipped/sour cream,curd,shopping bags
345,sausage,whole milk,cake bar
346,frankfurter,whipped/sour cream,bottled water
347,hard cheese,whole milk
348,tropical fruit,citrus fruit,yogurt,frankfurter,specialty chocolate,hard cheese,whole milk,canned beer
349,canned beer,napkins,rolls/buns
350,grapes,other vegetables
351,rolls/buns,shopping bags,cat food
352,tropical fruit,candy
353,citrus fruit,dessert
354,root vegetables,frozen vegetables,bottled water,cat food
355,spread cheese,pork
356,pip fruit,brown bread
357,root vegetables,instant coffee
358,soda,hygiene articles,grapes,pudding powder,butter milk,butter
359,whole milk,yogurt
360,hamburger meat,pasta
361,whole milk,processed cheese
362,brown bread,sparkling wine
363,rolls/buns,other vegetables,whipped/sour cream
364,candy,white wine
365,root vegetables,frozen vegetables
366,other vegetables,white bread,detergent
367,yogurt,beverages,brown bread
368,ice cream,herbs
369,cream,yogurt
370,chicken,pastry,candles
371,waffles,hygiene articles,tea
372,yogurt,other vegetables,rolls/buns,herbs
373,yogurt,root vegetables
374,domestic eggs,yogurt
375,pork,whole milk
376,other vegetables,white bread
377,bottled water,yogurt,tropical fruit,whole milk
378,citrus fruit,misc. beverages
379,liver loaf,chicken,rolls/buns,spread cheese,shopping bags
380,citrus fruit,misc. beverages
381,whole milk,pastry
382,onions,newspapers
383,beef,specialty fat,newspapers
384,rolls/buns,semi-finished bread
385,shopping bags,rolls/buns
386,pastry,canned beer,whipped/sour cream,grapes
387,salty snack,pastry,oil
388,frozen potato products,specialty cheese
389,brown bread,whole milk,shopping bags
390,citrus fruit,frozen vegetables,margarine
391,curd,sugar
392,chocolate,whole milk
393,pip fruit,salty snack,pastry
394,pip fruit,margarine
395,ham,yogurt
396,soda,salty snack
397,bottled water,chocolate
398,pastry,baking powder,butter,margarine,curd,dishes
399,whole milk,soda
400,pickled vegetables,liquor
401,margarine,yogurt
402,whole milk,frozen vegetables,soda,UHT-milk
403,other vegetables,whipped/sour cream
404,beef,semi-finished bread
405,bottled water,flour,sugar
406,dish cleaner,ice cream,jam,newspapers
407,curd,canned beer
408,bottled beer,specialty bar,baking powder
409,whole milk,yogurt,newspapers
410,pork,pudding powder,domestic eggs
411,root vegetables,shopping bags
412,misc. beverages,UHT-milk,white bread
413,dog food,sausage,dessert,shopping bags
414,root vegetables,citrus fruit
415,chocolate,brown bread,salty snack
416,chicken,shopping bags
417,other vegetables,butter
418,whipped/sour cream,yogurt
419,other vegetables,yogurt
420,turkey,root vegetables
421,other vegetables,napkins
422,newspapers,white bread,rolls/buns,beverages
423,other vegetables,zwieback
424,brown bread,butter milk,canned vegetables,soda
425,chicken,bottled water
426,brown bread,soda
427,other vegetables,cream cheese ,liquor,root vegetables,newspapers,hard cheese
428,frankfurter,rolls/buns
429,meat,whole milk,whipped/sour cream
430,bottled beer,frozen vegetables,sliced cheese
431,pip fruit,processed cheese,canned beer
432,berries,condensed milk
433,house keeping products,rolls/buns,pickled vegetables,curd
434,whole milk,hair spray,butter,pastry
435,ham,yogurt
436,grapes,whole milk
437,meat,other vegetables
438,other vegetables,specialty bar
439,soda,UHT-milk,newspapers,white bread
440,citrus fruit,brown bread
441,tropical fruit,sugar
442,pastry,condensed milk,rice,tropical fruit,chocolate marshmallow
443,coffee,shopping bags
444,bottled water,citrus fruit
445,root vegetables,frozen vegetables
446,chicken,dishes
447,rolls/buns,oil,yogurt
448,pork,soda,canned vegetables
449,pip fruit,whole milk
450,frozen vegetables,rolls/buns,cling film/bags
451,bottled beer,hygiene articles
452,yogurt,soda
453,rolls/buns,margarine
454,condensed milk,shopping bags
455,popcorn,citrus fruit
456,sausage,pastry
457,root vegetables,margarine,rolls/buns
458,rolls/buns,whipped/sour cream
459,newspapers,pork,root vegetables,napkins
460,misc. beverages,whole milk,long life bakery product
461,citrus fruit,soda
462,soda,roll products 
463,frankfurter,rolls/buns,shopping bags,margarine
464,other vegetables,butter,pastry,UHT-milk
465,meat,coffee
466,frankfurter,white bread
467,liquor,domestic eggs
468,specialty bar,soda,frozen vegetables,frozen vegetables
469,grapes,frozen meals,flower (seeds)
470,tea,yogurt,shopping bags,brown bread
471,flower (seeds),white wine
472,cream cheese ,specialty chocolate
473,whole milk,baking powder
474,margarine,soda
475,tropical fruit,cream cheese ,cream cheese 
476,yogurt,softener
477,bottled water,frankfurter,dessert,root vegetables
478,other vegetables,semi-finished bread,other vegetables,rolls/buns,shopping bags,salty snack
479,soda,whole milk
480,bottled beer,whole milk
481,yogurt,pastry
482,curd,domestic eggs
483,coffee,shopping bags,shopping bags
484,sausage,rolls/buns,rice
485,pork,whole milk,napkins
486,other vegetables,oil
487,pastry,brown bread,yogurt
488,cream cheese ,newspapers
489,sausage,shopping bags,soda,butter,dessert,soda
490,hard cheese,butter
491,whole milk,other vegetables
492,citrus fruit,flower (seeds)
493,tropical fruit,butter milk,brown bread
494,tropical fruit,whole milk
495,rolls/buns,fruit/vegetable juice
496,herbs,citrus fruit
497,root vegetables,butter milk
498,instant coffee,shopping bags
499,tropical fruit,other vegetables
500,other vegetables,beef
501,nut snack,canned beer
502,whole milk,other vegetables,other vegetables,sugar
503,whole milk,root vegetables
504,citrus fruit,napkins
505,rolls/buns,butter milk
506,rolls/buns,brown bread,canned beer
507,tropical fruit,soft cheese
508,tropical fruit,misc. beverages
509,pork,pickled vegetables
510,photo/film,frankfurter,other vegetables,curd,waffles
511,pip fruit,other vegetables,cling film/bags
512,rolls/buns,whole milk,soda
513,tropical fruit,yogurt
514,cat food,rolls/buns
515,berries,white bread
516,rolls/buns,soda
517,chicken,brown bread
518,other vegetables,napkins
519,newspapers,soups
520,UHT-milk,soda
521,pork,soda
522,oil,pickled vegetables
523,soda,whole milk,whole milk,sugar
524,misc. beverages,spread cheese
525,meat,whole milk
526,pork,domestic eggs
527,root vegetables,coffee
528,canned beer,fish
529,hard cheese,root vegetables,white bread
530,chicken,domestic eggs,white bread
531,soda,whipped/sour cream
532,brown bread,other vegetables
533,tropical fruit,root vegetables
534,bottled beer,soda
535,whole milk,bottled beer
536,bottled water,shopping bags,waffles
537,pork,margarine
538,frozen vegetables,pip fruit,root vegetables,cereals
539,yogurt,soda,yogurt
540,other vegetables,berries,candy,sliced cheese
541,curd,soft cheese
542,soda,whole milk
543,frozen meals,detergent
544,specialty chocolate,canned fish
545,soda,other vegetables
546,pork,tropical fruit
547,pork,yogurt
548,yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese
549,soda,other vegetables
550,root vegetables,soda,long life bakery product
551,soda,bottled beer,chicken,yogurt
552,seasonal products,frozen vegetables,yogurt
553,other vegetables,fruit/vegetable juice
554,long life bakery product,rolls/buns,UHT-milk,bottled water
555,canned beer,sugar
556,pip fruit,berries
557,curd,soft cheese
558,berries,pip fruit,pastry
559,whole milk,rolls/buns
560,pork,domestic eggs
561,soda,frozen meals
562,curd cheese,soda
563,whole milk,grapes
564,chewing gum,whole milk,bottled beer,ready soups
565,butter,ice cream
566,chicken,cake bar
567,frankfurter,soft cheese,mustard
568,tropical fruit,rolls/buns,canned beer,dish cleaner
569,root vegetables,other vegetables,frozen vegetables
570,female sanitary products,rolls/buns
571,citrus fruit,sausage,whole milk,canned beer
572,whole milk,sausage,pet care,yogurt
573,whole milk,house keeping products
574,frankfurter,brandy
575,berries,other vegetables
576,tropical fruit,UHT-milk,napkins,whole milk
577,beef,curd,frozen meals
578,rolls/buns,other vegetables,butter,root vegetables,rolls/buns
579,whole milk,bottled water
580,yogurt,citrus fruit
581,whole milk,cream cheese 
582,frozen vegetables,domestic eggs
583,citrus fruit,soda
584,citrus fruit,light bulbs
585,yogurt,whole milk
586,butter,chewing gum
587,whole milk,root vegetables
588,pip fruit,tropical fruit,mustard
589,domestic eggs,beef,coffee,bottled beer
590,shopping bags,frozen meals
591,other vegetables,yogurt,whole milk,spread cheese
592,beef,newspapers,bottled beer
593,misc. beverages,coffee
594,canned beer,citrus fruit
595,white bread,yogurt
596,red/blush wine,salty snack
597,canned beer,berries,male cosmetics,fruit/vegetable juice
598,sausage,bottled water
599,whole milk,beef,citrus fruit,newspapers,bottled water
600,white bread,frozen vegetables
601,other vegetables,sliced cheese
602,whole milk,root vegetables,canned vegetables
603,beef,house keeping products
604,frozen vegetables,whole milk
605,pork,packaged fruit/vegetables,chocolate
606,curd,spices
607,bottled water,tropical fruit
608,root vegetables,brown bread
609,rolls/buns,other vegetables
610,coffee,domestic eggs
611,frankfurter,frozen vegetables
612,bottled beer,whole milk,UHT-milk,chocolate
613,sweet spreads,herbs,long life bakery product
614,soda,detergent
615,soda,margarine
616,liquor,bottled water
617,napkins,cleaner
618,other vegetables,rolls/buns
619,napkins,napkins
620,cake bar,bottled beer
621,waffles,whole milk,other vegetables,white bread
622,finished products,newspapers,whipped/sour cream
623,chicken,pip fruit
624,chocolate,shopping bags
625,citrus fruit,whipped/sour cream
626,whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water
627,pip fruit,whipped/sour cream
628,whole milk,sparkling wine
629,whole milk,canned beer
630,soda,whipped/sour cream
631,other vegetables,soda
632,brown bread,pasta
633,bottled water,onions
634,specialty chocolate,beverages
635,bottled beer,fruit/vegetable juice,rolls/buns
636,specialty bar,newspapers
637,rolls/buns,margarine
638,hard cheese,rolls/buns
639,rolls/buns,soft cheese,fruit/vegetable juice
640,baking powder,pickled vegetables
641,pip fruit,whipped/sour cream
642,citrus fruit,syrup
643,root vegetables,cling film/bags
644,hamburger meat,other vegetables
645,whole milk,citrus fruit,shopping bags,white wine,soda,yogurt
646,pasta,oil
647,citrus fruit,brown bread,specialty chocolate
648,bottled water,yogurt,beef,berries,chocolate,butter
649,hard cheese,sugar,bottled water
650,soda,whole milk
651,tropical fruit,other vegetables
652,pastry,other vegetables
653,frozen potato products,domestic eggs,curd cheese
654,whole milk,tropical fruit
655,rolls/buns,canned beer,brown bread,dessert
656,tropical fruit,shopping bags
657,bottled water,chocolate,jam
658,other vegetables,ice cream,pork,salt
659,oil,coffee
660,cereals,soda
661,chicken,frozen meals,napkins
662,frozen potato products,whole milk
663,citrus fruit,white bread
664,bottled beer,oil,whole milk,dishes
665,sausage,root vegetables
666,white bread,mayonnaise
667,ice cream,hamburger meat,shopping bags,whole milk,soft cheese
668,candy,baking powder,canned fish
669,butter,mustard
670,beef,butter milk
671,hamburger meat,pip fruit
672,rolls/buns,red/blush wine
673,sausage,domestic eggs
674,sausage,bottled beer,dessert,butter,cream cheese ,other vegetables,canned beer,brown bread
675,root vegetables,ham,butter,brown bread,pastry,spread cheese
676,root vegetables,sweet spreads
677,beef,whole milk,newspapers
678,beef,whole milk,frozen meals
679,pip fruit,specialty bar,chocolate
680,frankfurter,canned beer
681,ice cream,chewing gum
682,soda,butter
683,soda,detergent
684,white bread,domestic eggs
685,other vegetables,whole milk,canned fruit
686,soda,soda
687,citrus fruit,domestic eggs
688,other vegetables,onions,shopping bags
689,butter milk,cleaner,bottled water
690,whole milk,rolls/buns,soda
691,other vegetables,bottled beer
692,bottled beer,sliced cheese
693,tropical fruit,dessert
694,whipped/sour cream,specialty chocolate
695,root vegetables,root vegetables
696,pip fruit,rolls/buns,soda
697,bottled water,soda
698,hamburger meat,bottled beer
699,other vegetables,meat spreads
700,canned beer,root vegetables
701,sparkling wine,waffles
702,hamburger meat,citrus fruit,specialty chocolate,other vegetables
703,berries,white bread
704,butter,seasonal products,fruit/vegetable juice
705,brown bread,pastry
706,citrus fruit,root vegetables
707,soda,shopping bags
708,butter,coffee,soda,pastry
709,whole milk,bottled water,honey
710,pip fruit,napkins
711,finished products,liquor
712,butter,shopping bags
713,whole milk,soft cheese
714,domestic eggs,newspapers
715,pip fruit,shopping bags
716,mayonnaise,candy,rolls/buns,bottled beer
717,whole milk,brown bread
718,beef,whipped/sour cream
719,sausage,chocolate
720,pip fruit,waffles
721,root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream
722,citrus fruit,yogurt
723,citrus fruit,napkins
724,frozen fish,specialty chocolate
725,other vegetables,specialty chocolate,newspapers
726,beverages,sausage
727,sugar,canned vegetables,flour,bottled water,salty snack
728,rolls/buns,whole milk,white bread,popcorn
729,grapes,rolls/buns
730,citrus fruit,root vegetables
731,candy,dessert,rolls/buns,canned fish
732,brown bread,detergent
733,candles,whole milk
734,misc. beverages,coffee
735,coffee,oil
736,yogurt,rolls/buns
737,soda,curd cheese,root vegetables,semi-finished bread
738,yogurt,roll products 
739,grapes,chicken,bottled beer,root vegetables
740,softener,chocolate
741,soda,beverages
742,root vegetables,yogurt
743,rolls/buns,pastry
744,sliced cheese,pip fruit
745,whole milk,waffles
746,white bread,bottled water,ready soups,curd
747,yogurt,whole milk,yogurt,chewing gum
748,whole milk,oil
749,sausage,cat food
750,tropical fruit,hygiene articles,candles
751,pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener
752,whole milk,yogurt,semi-finished bread
753,frankfurter,whole milk
754,ham,pickled vegetables,shopping bags
755,soft cheese,bottled water
756,tropical fruit,butter milk
757,rolls/buns,frozen meals
758,shopping bags,misc. beverages
759,pork,beef,yogurt
760,sausage,dessert
761,yogurt,shopping bags
762,fruit/vegetable juice,long life bakery product,specialty cheese
763,ham,brown bread
764,butter,margarine
765,frankfurter,butter,specialty bar,yogurt
766,finished products,domestic eggs
767,specialty bar,whole milk
768,UHT-milk,other vegetables
769,rolls/buns,tropical fruit,salty snack,specialty bar
770,tropical fruit,salt
771,tropical fruit,cat food
772,beef,domestic eggs
773,root vegetables,other vegetables
774,chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers
775,domestic eggs,fruit/vegetable juice
776,citrus fruit,bottled beer
777,syrup,waffles
778,meat,chicken,yogurt,pip fruit
779,pip fruit,other vegetables,semi-finished bread,sliced cheese
780,sauces,yogurt
781,grapes,root vegetables,shopping bags
782,turkey,onions
783,citrus fruit,long life bakery product
784,canned beer,brown bread
785,whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit
786,citrus fruit,grapes,bottled water
787,whole milk,dog food,pastry
788,whole milk,sugar
789,whole milk,sausage,yogurt,whole milk,butter
790,pork,frozen meals
791,citrus fruit,citrus fruit
792,other vegetables,fruit/vegetable juice
793,tropical fruit,rolls/buns,frozen fish
794,meat,cling film/bags,curd
795,tropical fruit,meat,whole milk,candles
796,canned beer,brown bread
797,red/blush wine,instant coffee
798,canned beer,margarine,chocolate
799,pastry,waffles
800,rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care
801,sausage,pasta
802,frankfurter,ice cream
803,sugar,bottled water
804,canned beer,coffee
805,condensed milk,onions
806,citrus fruit,butter,UHT-milk
807,citrus fruit,semi-finished bread,yogurt
808,packaged fruit/vegetables,flour
809,ham,rum
810,sausage,specialty chocolate
811,UHT-milk,cooking chocolate
812,pastry,rolls/buns
813,whole milk,curd
814,white bread,jam
815,photo/film,brown bread
816,shopping bags,whole milk,whole milk,whole milk,detergent,flour
817,dessert,sliced cheese,bottled beer,other vegetables
818,butter milk,soda,seasonal products
819,beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs
820,hard cheese,pastry
821,yogurt,whipped/sour cream
822,photo/film,beverages,bottled beer
823,beef,white bread,frozen potato products
824,ham,whipped/sour cream,newspapers
825,mustard,brown bread
826,whole milk,other vegetables
827,canned beer,sliced cheese
828,soda,canned beer
829,ham,domestic eggs
830,frankfurter,pastry,misc. beverages
831,soda,butter milk,soda
832,sausage,root vegetables
833,white wine,photo/film,whipped/sour cream
834,hard cheese,soda
835,ice cream,onions
836,pork,sliced cheese,flour
837,grapes,detergent
838,yogurt,margarine
839,butter,grapes,bottled water
840,pasta,canned beer
841,rolls/buns,bottled beer
842,UHT-milk,curd
843,whipped/sour cream,shopping bags
844,butter milk,other vegetables
845,rolls/buns,whipped/sour cream,waffles,rolls/buns,margarine,soda,salty snack,soda,canned beer
846,other vegetables,rolls/buns
847,chicken,whole milk
848,curd,pastry
849,yogurt,shopping bags,coffee
850,root vegetables,margarine,bottled water
851,salty snack,root vegetables
852,sausage,sausage,bottled beer,spread cheese
853,bottled water,soda
854,condensed milk,other vegetables
855,dog food,processed cheese
856,canned beer,bottled beer
857,other vegetables,curd,abrasive cleaner
858,butter,roll products 
859,shopping bags,waffles
860,whole milk,cling film/bags
861,newspapers,pip fruit,dishes
862,rolls/buns,hard cheese
863,ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar
864,citrus fruit,other vegetables
865,beverages,sugar
866,cleaner,misc. beverages
867,pork,other vegetables,cream cheese 
